order_date,order_qty,customer_id,product_category_id,cost_per_unit,price_per_unit
2019-10-13,2998,3,3,642.8541699188115,765.9641699188115
2017-02-24,1442,1,2,499.9660901537301,627.1560901537301
2017-10-04,3820,3,3,477.09193978305683,558.8319397830568
2019-01-21,3876,1,2,499.09750339955576,622.1675033995558
2020-05-02,3605,1,3,962.5667259945277,1063.7367259945277
2021-01-12,434,2,2,2015.3457673334856,2136.9657673334855
2017-02-09,2786,2,1,480.44266392744754,582.7726639274476
2018-09-15,2292,1,3,506.9971489744384,621.4371489744384
2017-11-29,4681,3,1,539.2956163099703,556.2456163099703
2018-08-05,3508,2,1,516.9135260845184,613.9235260845185
2019-09-09,4496,1,2,640.2801606072404,777.6001606072405
2020-01-23,1127,2,1,791.7210837093844,832.0710837093843
2020-09-02,1915,2,2,1264.3157664556215,1385.7157664556216
2021-01-02,2228,3,1,1994.5175727273945,2063.6575727273944
2018-10-17,4396,3,2,503.7687955296255,579.7587955296254
2017-10-08,1698,3,1,457.43096883310653,594.3009688331065
2019-04-19,2588,1,1,586.5485815690918,693.0185815690918
2018-07-24,1092,2,3,490.92052208483926,576.5205220848393
2020-08-01,1239,2,3,1181.2164790498734,1258.0764790498733
2019-04-27,3556,3,2,530.831862500499,684.821862500499
2017-04-23,4994,2,2,522.4008793362308,579.6208793362308
2018-10-01,4411,2,3,478.1369695990734,657.8669695990734
2020-09-01,798,1,2,1274.0703148812154,1376.5703148812154
2020-06-07,379,1,3,976.4082844537782,1083.228284453778
2019-07-29,3601,2,3,571.893252314881,699.173252314881
2019-06-26,3106,3,2,610.4071045037016,660.9271045037016
2017-09-13,1157,1,3,545.6819424979227,592.1119424979228
2018-03-12,4948,3,2,526.9577173463794,616.6777173463794
2019-05-20,902,3,2,528.2249706167089,668.0649706167088
2020-08-08,1097,2,1,1196.355247485653,1249.4352474856532
2019-05-01,1158,2,1,608.5584317328914,684.1784317328915
2017-02-10,738,2,3,538.9986772470847,552.9586772470848
2018-09-03,4821,2,2,531.5074892366401,667.3374892366402
2019-09-19,4277,1,1,619.2406662501002,739.2106662501002
2020-05-24,414,2,3,1013.8895398797226,1057.6595398797226
2018-09-19,4227,3,2,550.2410070536148,635.8710070536148
2018-04-05,4619,3,2,545.9399023443565,626.9499023443565
2019-04-15,2514,1,3,543.5408217654748,678.6308217654748
2020-03-11,2937,1,1,879.1583125335466,919.8683125335465
2019-12-10,2704,1,3,747.5184935549231,842.4784935549231
2019-03-12,1728,3,3,584.5701450388143,696.6201450388144
2019-05-04,4974,3,1,607.2237676760687,706.9837676760687
2018-06-11,2552,2,3,488.9063454309081,565.8563454309082
2017-12-26,3897,3,2,487.1031324982109,641.6731324982109
2019-08-13,2310,3,2,629.3894420224085,723.6794420224085
2017-05-16,402,3,1,514.7912712092184,583.2912712092184
2018-04-15,1078,2,2,512.2695364402725,598.6095364402726
2017-08-19,394,3,2,494.987899271149,644.737899271149
2020-08-12,4931,3,3,1201.076246306547,1318.086246306547
2020-11-03,3376,2,3,1540.9416523922823,1717.0316523922825
2020-12-23,687,3,2,1862.1460843738262,2027.986084373826
2020-09-09,935,3,3,1296.0704349023713,1375.2304349023714
2017-04-08,1692,2,2,472.32611214772226,645.6161121477222
2020-09-02,3485,2,1,1338.2557664556216,1362.5857664556215
2017-06-08,3068,2,1,493.31723663854376,575.3172366385437
2020-03-11,1691,2,1,876.4683125335465,940.2983125335466
2017-04-16,4846,2,3,479.08149222546876,601.0714922254688
2018-09-10,2088,2,1,540.6746350172524,662.2446350172523
2019-01-26,277,1,1,587.12067012524,636.30067012524
2017-06-28,1010,2,2,539.395619132416,632.0556191324159
2020-11-22,4439,1,1,1691.9606889430313,1801.690688943031
2020-10-25,2312,3,2,1481.856910786178,1641.146910786178
2019-12-13,652,1,2,723.5570614525752,811.9370614525752
2021-02-16,4720,3,1,2363.2880194622876,2452.7280194622876
2020-10-17,1024,2,2,1526.8743190611478,1603.7143190611478
2019-08-11,4383,3,2,606.694342983994,733.054342983994
2020-03-15,3694,2,3,858.2574144717962,899.5674144717964
2017-04-02,1012,1,2,502.8487608746111,644.6487608746112
2017-03-20,4351,3,3,480.71090068762044,582.3709006876204
2018-07-01,1256,3,2,543.2077867113727,598.5977867113727
2019-05-20,1676,3,2,555.544970616709,661.3949706167089
2017-02-26,4892,2,1,476.90908345752126,578.0790834575212
2018-06-26,3241,3,3,540.0064309020537,630.8364309020537
2017-05-07,1360,2,2,489.7160584890585,566.5060584890585
2019-05-10,1115,2,2,600.7214983085232,645.4414983085233
2018-12-31,4078,3,2,526.5801135885704,594.5001135885705
2018-11-25,1059,1,2,484.7669180699777,654.0869180699777
2020-02-07,4032,2,1,763.6772247689321,852.1372247689321
2019-12-14,182,2,2,676.847096759838,766.4970967598381
2019-07-28,3845,2,3,600.3606490695332,686.3106490695333
2017-11-02,3022,2,3,489.22227979020175,578.5822797902017
2019-12-06,2196,2,1,684.6730206934811,847.3730206934811
2017-02-07,1848,1,3,520.0907268903716,577.3107268903716
2021-01-30,1667,3,1,2170.7750322652632,2249.045032265263
2020-08-29,3202,1,3,1245.0910471699972,1393.8210471699972
2020-06-02,3496,2,2,1001.6043164808834,1052.3243164808835
2018-11-05,3032,3,3,556.8671352243935,675.6871352243934
2018-11-01,3498,3,2,485.0160239023455,600.6860239023455
2020-06-25,331,1,2,1092.1523405790913,1111.4923405790912
2017-10-19,3855,1,3,477.3266068020603,585.4766068020602
2020-12-31,3037,3,3,1987.9596960247466,1989.5196960247467
2018-01-09,4564,2,3,483.0622233563629,628.962223356363
2019-12-20,4676,3,1,725.2795444931623,774.9895444931624
2019-10-05,649,1,1,605.3468438358111,762.296843835811
2020-09-06,1974,2,1,1275.8053316569763,1382.525331656976
2017-12-06,3875,3,3,545.9398581302297,587.1798581302296
2017-12-04,1770,3,2,542.0065596200387,583.1365596200387
2017-11-11,2918,1,1,525.0003593802173,636.2103593802174
2018-12-21,2416,1,1,567.6527367147969,613.712736714797
2017-02-20,2491,2,1,548.1904891610953,597.5904891610954
2018-05-27,4879,2,3,467.292674231425,626.022674231425
2018-12-08,3908,2,1,530.6694084701927,623.2894084701926
2018-08-24,4380,1,2,513.2180811598915,586.0980811598915
2020-06-01,2433,3,1,995.237081075506,1132.597081075506
2017-07-03,2502,1,1,549.9663640300585,556.7763640300584
2018-10-23,2737,3,2,530.5137137835503,665.5237137835503
2018-12-28,1997,2,3,578.4422993013158,627.1722993013157
2017-09-29,4437,3,3,519.0953450274659,583.4853450274659
2018-01-19,347,1,3,529.9475882988803,589.5275882988803
2018-10-12,1756,3,2,560.5124032653354,628.5024032653354
2018-12-19,1679,3,1,585.0180715475329,603.458071547533
2020-03-11,3150,1,2,788.1783125335464,929.0883125335465
2018-09-14,4818,1,2,475.4575611685954,645.5975611685953
2017-10-07,4052,3,3,475.3910635155289,597.2810635155288
2019-09-19,743,1,2,685.3106662501001,760.9906662501002
2018-05-27,3920,3,2,503.252674231425,563.4426742314249
2017-07-05,1213,2,1,507.97108932945974,580.8710893294598
2019-08-04,4982,1,3,561.6652634927093,708.4852634927092
2018-09-30,4326,3,1,528.8482782080333,621.3182782080333
2018-02-20,843,3,2,494.69482943487657,591.0348294348765
2017-04-23,2353,2,1,468.68087933623076,617.1108793362308
2018-11-25,698,2,3,519.2869180699777,675.0769180699778
2019-11-03,3154,3,3,688.4332227742899,816.4432227742899
2020-04-09,3839,2,2,853.0264433539749,959.5864433539749
2019-12-24,3113,3,2,746.053376221684,796.9933762216839
2020-12-31,2190,1,1,1985.6896960247466,2015.7496960247465
2020-11-15,1933,1,3,1688.5400818202365,1707.1900818202366
2017-04-03,3607,1,2,496.26655467898416,597.7665546789842
2018-01-27,547,3,3,500.4398202495181,587.6998202495181
2019-02-06,421,1,2,557.7821937238054,644.7721937238055
2019-07-06,2345,3,3,576.0409918182627,686.4309918182627
2020-07-14,4960,1,2,1158.11535942695,1266.18535942695
2020-02-21,4850,1,1,842.90008376326,941.5300837632601
2020-02-13,346,3,1,802.8025638975844,851.8325638975844
2018-11-24,2024,2,1,500.360764248734,615.0207642487339
2020-02-05,2676,1,2,777.1249370252539,863.864937025254
2017-06-06,4225,3,3,541.1356264830512,576.5356264830511
2017-10-19,2024,3,1,495.8666068020603,650.5266068020602
2019-07-25,104,3,1,607.6686852717264,709.9686852717264
2017-01-21,3521,2,1,453.54392893956754,594.1439289395676
2018-03-05,3807,1,1,541.4203247556143,594.8903247556143
2021-03-17,4699,2,2,2607.6032165387705,2680.6732165387702
2019-06-06,783,1,1,611.7061417301655,643.8261417301655
2017-05-13,4635,3,2,546.4324409232453,608.5924409232452
2020-10-26,2728,3,1,1527.328745340109,1665.478745340109
2020-10-22,2147,2,1,1522.484683794885,1578.614683794885
2018-01-08,3620,1,1,530.9005705038437,590.8905705038436
2021-04-05,3440,3,3,2796.78005366202,2936.5700536620197
2018-02-04,1547,1,2,519.8031339581283,566.6231339581284
2017-04-10,4987,3,1,541.3422134220032,612.3522134220032
2019-08-20,4983,1,3,608.7184487228536,733.2084487228536
2018-12-13,1330,1,1,516.8550580005847,661.0950580005847
2017-06-02,1652,3,2,525.4330475177246,581.4430475177246
2018-10-09,3880,2,2,517.0081163084708,599.0081163084707
2017-02-04,922,2,1,493.16304311872636,603.8530431187263
2017-12-25,4005,1,2,471.98361442608046,643.3336144260804
2018-03-26,2278,2,3,482.40457647610526,658.1645764761053
2017-09-17,3184,1,3,526.9031129074345,612.6931129074346
2018-03-26,869,1,3,484.02457647610527,643.4345764761052
2017-03-29,3516,1,3,497.0179714842625,586.9779714842625
2017-01-20,1148,1,2,501.6184865070324,574.5684865070324
2019-10-23,4452,1,3,632.1221884188692,801.4621884188692
2019-06-28,1060,3,1,551.9074457263512,682.7574457263511
2017-03-05,4837,3,2,454.36559440331206,616.525594403312
2017-07-27,3576,3,3,524.9799863281617,637.8399863281616
2018-08-26,4664,3,2,528.0259554235193,581.2559554235195
2020-12-06,3272,2,1,1798.026092665667,1916.8060926656672
2017-01-09,3214,3,2,520.1003775093939,571.6103775093939
2018-06-19,4107,3,2,541.9518478137858,617.6218478137857
2020-09-24,146,2,3,1391.5327295273034,1459.8027295273034
2017-06-12,2700,2,2,453.6711090467895,588.6511090467894
2018-07-11,2019,2,3,487.8488667146752,623.6588667146751
2019-01-01,4921,1,2,565.9679141565133,632.7379141565133
2018-10-09,4927,2,2,544.4381163084707,654.6681163084708
2021-01-04,4391,2,3,1942.9100888939863,2093.4200888939863
2018-08-17,4556,2,3,561.5308602886637,605.4008602886637
2018-12-08,427,2,3,505.1494084701927,590.1094084701926
2019-05-29,601,1,3,623.511447546053,695.961447546053
2018-12-19,2335,1,2,497.9280715475329,633.598071547533
2020-06-30,3962,1,2,1078.9907773105856,1128.9507773105856
2017-02-17,2590,3,2,545.2216208207697,574.0616208207696
2021-04-19,2419,1,3,2984.170353995506,3097.9303539955063
2019-10-28,1766,2,1,682.1732971809204,725.6332971809204
2020-07-14,556,2,1,1149.70535942695,1253.79535942695
2020-07-14,3580,2,3,1150.55535942695,1189.89535942695
2017-03-20,3428,2,2,484.83090068762044,565.2709006876204
2018-10-23,3310,2,3,492.4737137835503,612.7737137835503
2019-02-27,1224,3,2,573.770109842541,677.6201098425411
2017-02-01,3634,1,1,508.1356219730302,597.5856219730301
2018-05-03,2931,2,3,506.3541431079578,654.2641431079577
2017-11-08,2755,3,2,459.60995916210373,589.6099591621038
2017-03-02,2010,2,3,530.3054621445502,605.6754621445502
2021-04-14,2844,1,3,2919.0223598194902,3037.70235981949
2020-01-17,4996,3,3,795.3225090202366,846.2425090202364
2018-02-23,3788,2,3,539.7530912192109,637.413091219211
2018-06-05,1731,3,3,504.534024938915,607.794024938915
2019-10-02,2303,2,1,661.4150462578433,755.7750462578433
2018-12-29,2084,1,1,566.2673107978222,622.2773107978222
2017-08-06,1962,2,2,494.3621551960554,556.2221551960554
2020-10-29,2588,2,3,1521.829319865954,1687.809319865954
2021-02-03,2343,2,3,2206.2860909475953,2261.1460909475954
2020-06-27,4929,2,3,1017.2933815433965,1208.6933815433965
2019-02-24,3157,3,3,543.2251699782231,643.095169978223
2019-05-05,2886,1,2,590.2823365144491,692.5323365144491
2018-11-09,4677,1,2,526.059553220487,600.2095532204871
2018-06-09,4821,1,3,556.4508986717242,643.2608986717241
2020-07-14,493,3,3,1111.6953594269498,1240.41535942695
2020-03-06,1997,3,1,793.7490988674834,894.4390988674834
2018-07-13,1212,2,2,515.2877516034898,600.1277516034899
2020-09-28,2993,3,3,1387.1508404603696,1504.7308404603696
2020-03-13,1855,1,1,873.3312573666951,885.2312573666952
2019-08-23,3536,3,1,665.7794505209067,718.3994505209067
2018-11-17,2950,2,1,547.239225166373,654.3092251663729
2019-10-29,430,3,2,640.026013666825,800.236013666825
2017-02-28,4193,1,2,463.22220701918286,619.9222070191829
2018-10-04,830,1,3,492.7166163979006,631.3466163979007
2017-03-06,1399,3,1,539.1623723753286,582.8123723753287
2019-12-14,1557,1,3,711.087096759838,837.367096759838
2018-02-04,3601,3,1,541.7931339581284,632.9331339581285
2019-09-30,3009,2,1,668.4556256110922,718.9156256110922
2020-04-24,262,3,3,884.9532045488634,1043.0332045488635
2017-08-29,4528,3,2,519.4173490515655,640.8173490515654
2017-10-10,1305,2,1,460.1910785456584,652.3010785456584
2020-07-04,4120,2,3,1130.1645097630703,1212.6745097630705
2017-07-06,3251,3,2,520.303544776107,574.163544776107
2017-08-29,2422,3,1,485.5073490515654,598.9973490515655
2018-01-03,4308,1,1,499.614652783431,590.044652783431
2019-05-26,967,2,2,588.1186235708939,638.9386235708939
2017-01-26,1493,1,3,493.9715520161248,561.3715520161247
2019-02-15,529,3,3,581.9760752989184,613.2460752989184
2018-01-11,2607,1,1,474.5160046455104,572.7960046455105
2021-03-14,4356,1,2,2614.218286705647,2641.6482867056475
2018-07-22,3855,2,3,504.32267675041635,652.7826767504163
2018-12-28,2224,2,3,497.44229930131564,591.3922993013157
2019-04-01,1466,3,3,572.3941715437783,681.6741715437782
2017-01-07,2908,3,2,473.210150500625,563.4801505006251
2020-07-17,567,2,1,1132.2281995247308,1233.838199524731
2019-04-13,4905,1,2,575.2614378510184,699.6114378510184
2019-03-08,3764,1,1,590.3029895353922,642.3529895353921
2017-02-20,2137,1,1,541.8404891610954,599.2704891610954
2019-12-13,556,2,3,705.5270614525753,861.5470614525752
2017-02-05,3815,3,2,544.16890833432,598.31890833432
2020-08-26,4641,1,3,1260.1253795870502,1393.6253795870502
2017-01-12,151,2,1,539.9859105791451,634.375910579145
2021-04-08,2710,3,1,2818.0662059084807,2925.216205908481
2017-12-10,2539,2,3,551.2680634598389,637.9880634598389
2018-09-04,3741,1,2,480.2212266828234,593.8712266828234
2017-01-16,4851,3,2,454.0869862009238,607.2869862009238
2018-05-26,835,1,2,543.0796758521642,615.9796758521642
2017-12-10,3507,2,3,470.45806345983897,609.838063459839
2019-05-13,2478,2,2,596.2943671244615,639.3243671244614
2020-09-06,2912,1,3,1279.7053316569763,1361.0153316569763
2019-10-13,4834,1,3,695.2441699188115,750.3641699188115
2017-10-03,715,2,2,507.90242764483264,626.1124276448327
2019-06-26,923,1,2,594.1471045037016,657.3771045037016
2018-04-08,2135,2,2,506.8871848434355,586.4271848434355
2018-09-07,3853,3,3,473.4155615314703,650.2255615314702
2017-11-07,814,3,3,513.6267255344317,610.3167255344316
2018-01-24,868,3,3,543.036458283832,586.236458283832
2020-03-12,2046,3,2,863.0206540962142,976.7806540962142
2017-06-11,3428,2,1,521.7000587530245,616.8300587530244
2019-05-29,1256,1,2,579.721447546053,703.761447546053
2017-10-26,4176,3,3,534.6967755928431,585.5867755928431
2018-08-11,3917,2,1,486.9089094918021,660.1089094918021
2020-11-24,1498,2,3,1721.5982155996849,1760.9582155996848
2019-02-09,2025,1,3,586.0531701907161,669.903170190716
2019-07-13,2078,1,1,558.5023079949603,729.0523079949605
2019-12-14,1268,3,2,685.3870967598381,771.837096759838
2018-02-03,943,2,1,539.1670984657994,650.7870984657994
2020-02-03,3900,3,3,793.2802648699328,842.6402648699329
2018-06-02,1772,3,2,535.1473347368403,591.2373347368404
2017-09-24,2156,3,2,530.6811293361452,632.1511293361451
2017-09-10,3558,2,1,547.3494887697822,640.1394887697821
2020-06-23,1125,3,1,1032.0870912394162,1129.3470912394164
2019-11-07,3212,3,2,692.1926236533427,786.7126236533427
2020-05-09,4510,2,2,916.1745609687428,1090.1045609687428
2018-07-26,4426,1,3,564.3700500687397,630.7700500687398
2018-10-11,869,2,1,551.507018174463,576.0970181744631
2017-11-12,570,2,2,454.83406117711843,559.3240611771184
2020-06-19,3939,1,2,1052.0617578919082,1176.0917578919082
2020-05-20,352,1,3,942.2780618662446,1086.6880618662444
2019-08-21,1401,1,1,605.6957909664679,673.165790966468
2017-01-04,3167,3,2,539.455,598.705
2018-01-25,1698,2,2,509.3807405752512,627.8407405752512
2021-02-24,4504,1,3,2360.229520417514,2489.539520417514
2017-12-22,3633,2,1,456.2459384272967,580.6559384272967
2019-03-20,4068,2,3,555.9487919338052,687.0687919338052
2021-03-22,3104,3,1,2618.044309974818,2760.574309974818
2020-05-29,4037,3,2,956.1093747438213,1139.7293747438212
2018-05-08,3246,1,2,486.8778192992544,602.1978192992543
2019-07-04,2918,2,2,634.3135932954755,732.9235932954755
2020-09-29,4810,2,2,1394.7235946626715,1471.5535946626715
2017-04-26,4838,3,3,487.9169725585844,647.1569725585844
2018-05-02,3420,3,1,478.2182518487142,644.3482518487142
2020-05-09,288,3,3,956.3645609687428,1049.4845609687427
2019-10-29,4874,3,2,642.9360136668249,795.526013666825
2017-11-16,3882,1,2,460.2500593948455,630.7500593948455
2017-01-17,1859,1,3,546.7223211319284,633.2623211319285
2020-02-10,3136,3,3,766.6130419719766,851.6130419719767
2017-12-25,1168,3,2,459.7836144260805,570.1736144260805
2019-09-28,464,1,3,662.6007896944058,710.9207896944057
2019-09-23,2527,3,3,627.5665616370919,714.256561637092
2020-04-12,1517,2,2,900.7035799745913,988.8335799745913
2018-11-08,2411,3,1,484.03537633879307,633.1953763387932
2017-06-29,507,2,1,488.907647228078,649.007647228078
2018-07-29,2351,2,1,543.9575339585323,589.5875339585323
2021-01-20,4228,1,2,2120.9443298704546,2233.024329870455
2019-01-28,2216,3,3,518.6293458432456,642.5893458432456
2017-01-20,3213,1,1,515.0784865070324,621.3584865070324
2017-04-08,4846,3,3,501.91611214772223,617.3361121477222
2019-02-14,2095,1,1,578.8610201979288,689.4210201979288
2020-03-16,4339,3,3,801.8530515441553,933.2530515441553
2019-07-18,2703,1,2,645.2982001339093,704.5382001339093
2020-12-21,1528,3,2,1897.5701535841454,1944.1201535841456
2019-11-03,4606,1,2,687.23322277429,762.5832227742899
2020-02-14,3433,2,3,834.0267267170723,854.0467267170723
2017-09-03,1058,3,3,464.2601062220557,631.6201062220557
2017-03-20,4624,1,1,507.3609006876204,559.7909006876205
2019-10-01,4243,3,3,697.1985037391476,729.5885037391477
2017-03-21,4964,1,2,479.08820519105853,574.1182051910585
2020-05-31,2764,2,1,1002.942219975628,1141.692219975628
2017-07-30,2629,2,3,488.981894969557,597.221894969557
2020-11-05,1878,1,3,1545.4753107075148,1689.8253107075147
2020-09-03,182,3,1,1326.7408952878995,1387.5008952878993
2018-08-20,4341,1,1,560.0982051401229,610.9382051401229
2017-05-13,1846,2,3,532.2724409232453,569.8324409232453
2017-05-09,746,3,2,529.9046654754113,610.3946654754113
2018-11-19,4724,3,1,562.0115713986659,603.5715713986658
2017-02-01,3496,3,3,510.3256219730302,580.7556219730302
2017-07-01,4492,2,1,541.3618841415395,558.2318841415395
2017-11-17,3501,1,2,552.1243596918198,644.1143596918198
2019-06-01,1321,2,1,533.0719519892407,724.7119519892407
2017-04-14,3392,3,2,478.19490183457714,632.3849018345771
2018-09-08,1201,2,3,509.0813893391276,652.4113893391276
2020-12-28,1427,2,2,1923.4459434502419,2013.5359434502418
2018-10-22,3049,1,2,557.7612574960699,623.71125749607
2017-05-22,1873,3,3,520.0402421936121,562.5702421936122
2018-09-29,2228,3,1,497.73017732142614,656.2701773214261
2019-08-28,2456,2,3,652.8616561127187,693.1216561127187
2021-03-11,596,1,2,2498.227085821011,2626.747085821011
2018-12-29,1165,1,1,494.31731079782224,613.1773107978222
2017-04-23,4712,1,1,501.05087933623076,560.6608793362308
2018-12-11,2212,3,3,499.6742654890569,585.184265489057
2018-09-19,431,2,3,500.80100705361474,581.8310070536148
2018-10-04,2222,3,1,526.9866163979007,651.3766163979006
2018-10-07,266,2,2,499.65168491717606,625.6916849171761
2019-02-09,1542,1,1,590.133170190716,615.893170190716
2019-08-13,1203,3,1,625.9994420224085,677.9694420224085
2019-08-12,544,1,1,623.3854646989139,714.285464698914
2018-03-28,4821,3,2,508.41775460527816,575.3277546052783
2018-05-09,1791,3,2,483.7854083957506,638.1054083957506
2019-03-29,2978,1,1,579.4759557291667,637.4159557291666
2020-02-25,3163,3,2,760.2571244340002,885.0871244340003
2021-01-05,4529,1,2,1941.2010393384562,2058.261039338456
2017-07-17,1578,2,1,464.8347342684598,619.7047342684598
2019-12-26,4429,3,2,696.4186090683062,867.8686090683062
2020-06-26,1585,2,2,1071.2858522819865,1200.0158522819866
2020-09-29,3638,1,1,1425.3835946626714,1456.8735946626716
2019-02-08,1900,2,2,560.6850449658866,617.4950449658866
2018-02-01,3822,2,1,552.225564432365,606.145564432365
2017-08-23,1480,2,1,510.79072650236094,565.2307265023609
2021-03-13,2943,3,3,2552.5933698563663,2665.333369856366
2019-09-20,1323,1,3,675.6444195813507,708.5244195813507
2020-06-25,195,2,3,1105.102340579091,1142.9523405790912
2019-10-31,2595,3,2,654.4441084538348,798.524108453835
2019-10-17,4026,1,3,672.5855907375068,741.5255907375068
2020-06-17,387,2,1,1063.2805827993448,1160.840582799345
2018-01-16,924,3,3,516.8082693154167,582.8582693154167
2017-05-06,2556,2,3,536.3668243672224,643.2168243672224
2018-03-23,2082,3,2,482.62654048374526,646.8265404837452
2018-03-31,955,3,3,525.6092761794222,570.8392761794221
2018-02-23,2925,3,2,461.86309121921096,581.2130912192109
2019-09-21,2142,3,1,665.7116416792575,778.0916416792575
2017-06-28,4737,1,2,542.485619132416,634.135619132416
2017-03-31,4238,2,1,516.1032893983921,592.6332893983922
2020-01-02,2490,3,3,696.3756645313053,882.2356645313054
2017-08-09,3057,2,2,494.92620705090536,588.0762070509054
2020-01-05,1181,3,1,760.4269472048227,867.3769472048227
2018-09-05,128,2,1,555.6054828162374,603.5954828162374
2017-09-26,1394,3,2,484.12853390773995,562.85853390774
2019-01-27,2362,1,1,588.6544734758662,628.7744734758662
2019-08-22,1708,3,3,659.2161199213002,759.9861199213003
2017-08-12,161,3,3,539.2809229929736,581.3009229929736
2019-06-24,1802,2,2,579.6457988700296,738.6857988700295
2017-07-13,3274,2,3,488.71249421221626,560.4424942122163
2019-01-06,1792,3,2,544.7410962919381,676.471096291938
2018-01-24,2926,2,1,483.486458283832,566.856458283832
2018-07-22,4028,3,2,545.1626767504163,575.2926767504163
2018-01-12,624,2,3,545.578134668738,575.928134668738
2019-07-09,3570,3,3,569.069927451297,653.3499274512969
2019-07-31,2076,3,3,648.6964611693377,663.1264611693376
2020-07-25,1438,2,3,1105.109744828169,1267.9397448281688
2018-06-13,3342,3,2,469.44315004385294,663.743150043853
2019-05-15,1484,3,1,560.6153336548842,677.0253336548842
2017-06-08,2971,2,1,478.76723663854375,569.3072366385437
2020-11-03,2196,3,1,1600.0516523922824,1673.6816523922823
2021-01-14,4182,2,1,2047.9935239010033,2138.0635239010035
2017-05-02,1322,2,3,540.9803450089873,552.8403450089874
2020-08-04,2220,1,2,1170.28218576361,1329.6721857636098
2017-04-19,4354,3,2,524.4166901797042,641.1766901797042
2018-06-05,3005,1,2,544.954024938915,623.444024938915
2021-02-28,4840,3,3,2404.003274657086,2545.383274657086
2020-07-19,1071,1,2,1149.4011247249664,1248.3611247249664
2019-07-17,2172,3,1,575.1740299839893,750.7340299839892
2017-10-30,3825,3,3,462.16496981216216,608.1049698121622
2018-11-20,4320,1,1,554.1438792556592,584.3138792556592
2017-04-18,2870,2,2,484.3182489350291,606.488248935029
2021-02-16,4764,2,3,2314.7080194622877,2402.5780194622876
2019-07-16,3445,1,1,597.882368143273,662.6623681432729
2019-01-16,3365,1,3,526.260275466431,625.1602754664311
2020-09-27,3492,2,2,1358.0604880202684,1458.4504880202685
2019-09-10,4488,2,1,659.9501614102766,686.6401614102766
2019-11-28,1402,3,1,715.264930313962,754.4749303139621
2017-07-08,831,3,2,466.8586428124875,595.1886428124875
